Date,US_Corn_Futures,DCOILWTICO,WPU012202,Soybean,US_Corn_Futures_lag1,US_Corn_Futures_lag2,US_Corn_Futures_lag3,US_Corn_Futures_lag4,DCOILWTICO_lag1,DCOILWTICO_lag2,WPU012202_lag1,WPU012202_lag2,Soybean_lag1,Soybean_lag2,corn_vol3,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,y_return_next,y_up_next,split
2001-02-28,0.01318944844124692,-0.04459932587522375,-0.04981549815498154,-0.010875475802066381,-0.06292134831460672,0.08536585365853666,0.04591836734693877,0.02083333333333326,0.07089558134208751,-0.2071005963906869,-0.006416131989000928,0.08019801980198027,-0.07865731462925851,-0.005976095617529875,0.07680199883533152,True,False,False,False,False,False,False,False,False,False,False,-0.022485207100591764,0,train
2001-03-31,-0.022485207100591764,-0.037199141317491025,0.029126213592232997,-0.041231445849367776,0.01318944844124692,-0.06292134831460672,0.08536585365853666,0.04591836734693877,-0.04459932587522375,0.07089558134208751,-0.04981549815498154,-0.006416131989000928,-0.010875475802066381,-0.07865731462925851,0.07415229949449206,False,True,False,False,False,False,False,False,False,False,False,-0.05569007263922521,0,train
2001-04-30,-0.05569007263922521,0.0780302839283551,0.002830188679245227,-0.032110091743119296,-0.022485207100591764,0.01318944844124692,-0.06292134831460672,0.08536585365853666,-0.037199141317491025,-0.04459932587522375,0.029126213592232997,-0.04981549815498154,-0.041231445849367776,-0.010875475802066381,0.03808021346911337,False,False,True,False,False,False,False,False,False,False,False,-0.024358974358974383,0,train
2001-05-31,-0.024358974358974383,-0.003162271543724615,-0.0037629350893697566,0.03791469194312791,-0.05569007263922521,-0.022485207100591764,0.01318944844124692,-0.06292134831460672,0.0780302839283551,-0.037199141317491025,0.002830188679245227,0.029126213592232997,-0.032110091743119296,-0.041231445849367776,0.034447139619381006,False,False,False,True,False,False,False,False,False,False,False,0.036793692509855536,1,train
2001-06-30,0.036793692509855536,-0.07472685148114655,-0.0755429650613787,0.044520547945205546,-0.024358974358974383,-0.05569007263922521,-0.022485207100591764,0.01318944844124692,-0.003162271543724615,0.0780302839283551,-0.0037629350893697566,0.002830188679245227,0.03791469194312791,-0.032110091743119296,0.01865347071648262,False,False,False,False,True,False,False,False,False,False,False,0.07984790874524705,1,train
2001-07-31,0.07984790874524705,0.003809538341703833,0.12359550561797761,0.08469945355191255,0.036793692509855536,-0.024358974358974383,-0.05569007263922521,-0.022485207100591764,-0.07472685148114655,-0.003162271543724615,-0.0755429650613787,-0.0037629350893697566,0.044520547945205546,0.03791469194312791,0.04703639229498642,False,False,False,False,False,True,False,False,False,False,False,0.0199530516431925,1,train
2001-08-31,0.0199530516431925,0.03225807852615725,-0.0027272727272726893,-0.043828715365239246,0.07984790874524705,0.036793692509855536,-0.024358974358974383,-0.05569007263922521,0.003809538341703833,-0.07472685148114655,0.12359550561797761,-0.0755429650613787,0.08469945355191255,0.044520547945205546,0.05236472840744173,False,False,False,False,False,False,True,False,False,False,False,-0.025316455696202556,0,train
2001-09-30,-0.025316455696202556,-0.13860295411830914,0.0027347310847767314,-0.03003161222339301,0.0199530516431925,0.07984790874524705,0.036793692509855536,-0.024358974358974383,0.03225807852615725,0.003809538341703833,-0.0027272727272726893,0.12359550561797761,-0.043828715365239246,0.08469945355191255,0.030888688943040053,False,False,False,False,False,False,False,True,False,False,False,-0.05076741440377808,0,train
2001-10-31,-0.05076741440377808,-0.09603072858274642,0.07363636363636372,-0.06355241716458448,-0.025316455696202556,0.0199530516431925,0.07984790874524705,0.036793692509855536,-0.13860295411830914,0.03225807852615725,0.0027347310847767314,-0.0027272727272726893,-0.03003161222339301,-0.043828715365239246,0.05275140716985837,False,False,False,False,False,False,False,False,True,False,False,0.004975124378109541,1,train
2001-11-30,0.004975124378109541,-0.08215296251402593,-0.058425063505503805,0.019721577726218076,-0.05076741440377808,-0.025316455696202556,0.0199530516431925,0.07984790874524705,-0.09603072858274642,-0.13860295411830914,0.07363636363636372,0.0027347310847767314,-0.06355241716458448,-0.03003161222339301,0.03582006865754394,False,False,False,False,False,False,False,False,False,True,False,-0.011138613861386149,0,train
2001-12-31,-0.011138613861386149,0.02057611149904548,0.046762589928057485,-0.03583617747440271,0.004975124378109541,-0.05076741440377808,-0.025316455696202556,0.0199530516431925,-0.08215296251402593,-0.09603072858274642,-0.058425063505503805,0.07363636363636372,0.019721577726218076,-0.06355241716458448,0.027906276929463427,False,False,False,False,False,False,False,False,False,False,True,0.03379224030037542,1,train
2002-01-31,0.03379224030037542,-0.01814519191445696,-0.015463917525773141,0.013569321533923207,-0.011138613861386149,0.004975124378109541,-0.05076741440377808,-0.025316455696202556,0.02057611149904548,-0.08215296251402593,0.046762589928057485,-0.058425063505503805,-0.03583617747440271,0.019721577726218076,0.028686015821679588,False,False,False,False,False,False,False,False,False,False,False,-0.03147699757869249,0,train
2002-02-28,-0.03147699757869249,0.12166329029396472,-0.05235602094240843,0.030267753201397074,0.03379224030037542,-0.011138613861386149,0.004975124378109541,-0.05076741440377808,-0.01814519191445696,0.02057611149904548,-0.015463917525773141,0.046762589928057485,0.013569321533923207,-0.03583617747440271,0.022762763400759653,True,False,False,False,False,False,False,False,False,False,False,0.03499999999999992,1,train
2002-03-31,0.03499999999999992,0.20045762399533573,0.0847145488029466,0.07005649717514117,-0.03147699757869249,0.03379224030037542,-0.011138613861386149,0.004975124378109541,0.12166329029396472,-0.01814519191445696,-0.05235602094240843,-0.015463917525773141,0.030267753201397074,0.013569321533923207,0.03339786650184966,False,True,False,False,False,False,False,False,False,False,False,-0.06521739130434778,0,train
2002-04-30,-0.06521739130434778,0.04041179534083361,-0.11120543293718166,-0.02375923970432947,0.03499999999999992,-0.03147699757869249,0.03379224030037542,-0.011138613861386149,0.20045762399533573,0.12166329029396472,0.0847145488029466,-0.05235602094240843,0.07005649717514117,0.030267753201397074,0.03803665623203461,False,False,True,False,False,False,False,False,False,False,False,0.10594315245478025,1,train
2002-05-31,0.10594315245478025,-0.07108832792137443,0.07831900668576885,0.10059491617090321,-0.06521739130434778,0.03499999999999992,-0.03147699757869249,0.03379224030037542,0.04041179534083361,0.20045762399533573,-0.11120543293718166,0.0847145488029466,-0.02375923970432947,0.07005649717514117,0.0509920433265303,False,False,False,True,False,False,False,False,False,False,False,0.053738317757009435,1,train
2002-06-30,0.053738317757009435,0.059566083083202326,0.087688219663419,0.05454545454545445,0.10594315245478025,-0.06521739130434778,0.03499999999999992,-0.03147699757869249,-0.07108832792137443,0.04041179534083361,0.07831900668576885,-0.11120543293718166,0.10059491617090321,-0.02375923970432947,0.08599650006443221,False,False,False,False,True,False,False,False,False,False,False,0.09645232815964522,1,train
